clase;forma-del-sombrero;superficie-del-sombrero;color-del-sombrero;lastimaduras;olor;union-laminas;separacion-laminas;tamano-laminas;color-laminas;forma-tallo;raiz-tallo;superficie-tallo-arriba-del-anillo;superficie-tallo-debajo-del-anillo;color-tallo-arriba-del-anillo;color-tallo-debajo-del-anillo;tipo-de-velo;color-del-velo;numero-de-anillos;tipo-de-anillos;color-impresion-de-esporas;poblacion;habitat
Comestible;Plana;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Gris;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Comestible;Plana;Fibrosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Convexa;Lisa;Gris;No;Cresol;Libres;Aglomeradas;Estrechas;Gris;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Convexa;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Plana;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Rosa;Agrandado;Bulbosa;Sedosa;Sedosa;Rosa;Amarillo claro;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Caminos
Venenoso;Convexa;Lisa;Blanco;No;Cresol;Libres;Aglomeradas;Estrechas;Rosa;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Comestible;Plana;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Comestible;Plana;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Chocolate;Agrandado;Bulbosa;Sedosa;Sedosa;Rosa;Amarillo claro;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Caminos
Venenoso;Convexa;Lisa;Blanco;No;Cresol;Libres;Aglomeradas;Estrechas;Morado;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Rosa;Agrandado;Bulbosa;Sedosa;Sedosa;Marron;Marron;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Caminos
Comestible;Convexa;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Chocolate;Agrandado;Bulbosa;Sedosa;Sedosa;Amarillo claro;Marron;Parcial;Blanco;Uno;Grande;Chocolate;Varia;Hierbas
Comestible;Plana;Escamosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Convexa;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Chocolate;Agrandado;Bulbosa;Sedosa;Sedosa;Amarillo claro;Amarillo claro;Parcial;Blanco;Uno;Grande;Chocolate;Varia;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Venenoso;Convexa;Lisa;Blanco;No;Cresol;Libres;Cercanas;Estrechas;Rosa;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Bosques
Venenoso;Convexa;Escamosa;Amarillo;No;Fetido;Libres;Cercanas;Anchas;Gris;Agrandado;Bulbosa;Sedosa;Sedosa;Amarillo claro;Marron;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Hierbas
Comestible;Plana;Fibrosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Gris;Agrandado;Bulbosa;Sedosa;Sedosa;Rosa;Rosa;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Gris;Agrandado;Bulbosa;Sedosa;Sedosa;Marron;Marron;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Bosques
Comestible;Convexa;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Gris;Agrandado;Bulbosa;Sedosa;Sedosa;Amarillo claro;Marron;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Hierbas
Comestible;Plana;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Venenoso;Convexa;Lisa;Gris;No;Cresol;Libres;Aglomeradas;Estrechas;Marron;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Bosques
Comestible;Plana;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Comestible;Plana;Escamosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Plana;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Venenoso;Convexa;Fibrosa;Rosa;No;Cresol;Libres;Cercanas;Estrechas;Gris;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Rosa;Agrandado;Bulbosa;Sedosa;Sedosa;Marron;Rosa;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Hierbas
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Plana;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Venenoso;Convexa;Lisa;Rosa;No;Cresol;Libres;Aglomeradas;Estrechas;Rosa;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Convexa;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Chocolate;Agrandado;Bulbosa;Sedosa;Sedosa;Rosa;Marron;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Caminos
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Chocolate;Agrandado;Bulbosa;Sedosa;Sedosa;Amarillo claro;Marron;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Caminos
Comestible;Plana;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Convexa;Lisa;Gris;No;Cresol;Libres;Cercanas;Estrechas;Morado;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Plana;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Gris;Agrandado;Bulbosa;Sedosa;Sedosa;Marron;Marron;Parcial;Blanco;Uno;Grande;Chocolate;Varia;Bosques
Venenoso;Convexa;Fibrosa;Rosa;No;Cresol;Libres;Aglomeradas;Estrechas;Rosa;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Bosques
Comestible;Plana;Escamosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Comestible;Plana;Fibrosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Venenoso;Convexa;Fibrosa;Amarillo;No;Fetido;Libres;Cercanas;Anchas;Rosa;Agrandado;Bulbosa;Sedosa;Sedosa;Rosa;Amarillo claro;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Hierbas
Comestible;Plana;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Venenoso;Convexa;Fibrosa;Blanco;No;Cresol;Libres;Aglomeradas;Estrechas;Rosa;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Gris;Agrandado;Bulbosa;Sedosa;Sedosa;Marron;Marron;Parcial;Blanco;Uno;Grande;Chocolate;Varia;Bosques
Comestible;Plana;Fibrosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Rosa;Agrandado;Bulbosa;Sedosa;Sedosa;Amarillo claro;Marron;Parcial;Blanco;Uno;Grande;Chocolate;Varia;Caminos
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Chocolate;Agrandado;Bulbosa;Sedosa;Sedosa;Marron;Rosa;Parcial;Blanco;Uno;Grande;Chocolate;Varia;Caminos
Venenoso;Convexa;Lisa;Rosa;No;Cresol;Libres;Aglomeradas;Estrechas;Rosa;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Comestible;Convexa;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Rosa;Agrandado;Bulbosa;Sedosa;Sedosa;Amarillo claro;Rosa;Parcial;Blanco;Uno;Grande;Chocolate;Varia;Bosques
Comestible;Plana;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Convexa;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Plana;Escamosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Gris;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Fibrosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Plana;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Venenoso;Convexa;Fibrosa;Rosa;No;Cresol;Libres;Aglomeradas;Estrechas;Marron;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Bosques
Comestible;Plana;Fibrosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Gris;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Plana;Fibrosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Venenoso;Convexa;Lisa;Blanco;No;Cresol;Libres;Aglomeradas;Estrechas;Marron;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Bosques
Comestible;Plana;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Plana;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Chocolate;Agrandado;Bulbosa;Sedosa;Sedosa;Rosa;Rosa;Parcial;Blanco;Uno;Grande;Chocolate;Varia;Hierbas
Comestible;Plana;Fibrosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Chocolate;Agrandado;Bulbosa;Sedosa;Sedosa;Rosa;Rosa;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Hierbas
Comestible;Plana;Fibrosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Gris;Agrandado;Bulbosa;Sedosa;Sedosa;Amarillo claro;Marron;Parcial;Blanco;Uno;Grande;Chocolate;Varia;Hierbas
Comestible;Plana;Escamosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Convexa;Fibrosa;Blanco;No;Cresol;Libres;Cercanas;Estrechas;Rosa;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Bosques
Comestible;Plana;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Convexa;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Plana;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Escamosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Escamosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Chocolate;Agrandado;Bulbosa;Sedosa;Sedosa;Rosa;Rosa;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Plana;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Plana;Fibrosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Rosa;Gris;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Plana;Fibrosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Gris;Parcial;Blanco;Uno;Colgante;Negro;Solitaria;Bosques
Comestible;Plana;Escamosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Plana;Fibrosa;Marron;Si;Ninguno;Libres;Cercanas;Anchas;Blanco;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Venenoso;Convexa;Fibrosa;Rosa;No;Cresol;Libres;Cercanas;Estrechas;Morado;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Dispersa;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Rosa;Agrandado;Bulbosa;Sedosa;Sedosa;Marron;Marron;Parcial;Blanco;Uno;Grande;Chocolate;Varia;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Comestible;Plana;Escamosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Gris;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Convexa;Lisa;Blanco;No;Cresol;Libres;Cercanas;Estrechas;Gris;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Bosques
Venenoso;Convexa;Fibrosa;Rosa;No;Cresol;Libres;Aglomeradas;Estrechas;Gris;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Marron;Varia;Bosques
Venenoso;Convexa;Fibrosa;Gris;No;Fetido;Libres;Cercanas;Anchas;Gris;Agrandado;Bulbosa;Sedosa;Sedosa;Amarillo claro;Amarillo claro;Parcial;Blanco;Uno;Grande;Chocolate;Solitaria;Caminos
Comestible;Convexa;Fibrosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Rosa;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Comestible;Plana;Escamosa;Rojo;Si;Ninguno;Libres;Cercanas;Anchas;Morado;Enflaquecido;Bulbosa;Lisa;Lisa;Blanco;Rosa;Parcial;Blanco;Uno;Colgante;Negro;Varia;Bosques
Venenoso;Convexa;Lisa;Rosa;No;Cresol;Libres;Aglomeradas;Estrechas;Rosa;Agrandado;Bulbosa;Lisa;Lisa;Blanco;Blanco;Parcial;Blanco;Uno;Colgante;Negro;Dispersa;Bosques
Comestible;Plana;Escamosa;Gris;Si;Ninguno;Libres;Cercanas;Anchas;Marron;Enflaquecido;Bulbosa;Lisa;Lisa;Gris;Rosa;Parcial;Blanco;Uno;Colgante;Marron;Solitaria;Bosques
